station_id,station_name,network,latitude,longitude,selected_for_project,bufr_code,canonical_variable,observation_count,unique_timestamp_count,first_time,last_time,median_interval_seconds
MH::agrmet::3358ae405c51,Padulle Sala Bolognese,agrmet,44.62775,11.29056,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::381f89118a64,Castelfranco Emilia,agrmet,44.63005,11.02747,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::381f89118a64,Castelfranco Emilia,agrmet,44.63005,11.02747,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::381f89118a64,Castelfranco Emilia,agrmet,44.63005,11.02747,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::3de3c02b1712,Lavezzola,agrmet,44.5635,11.84403,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::3de3c02b1712,Lavezzola,agrmet,44.5635,11.84403,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::3de3c02b1712,Lavezzola,agrmet,44.5635,11.84403,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::4f39c7dfc9fc,Modigliana Arpa,agrmet,44.12022,11.80825,False,B13011,precipitation_amount,833,659,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5aec0b97b3f6,Montefiorino,agrmet,44.32841,10.623,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5aec0b97b3f6,Montefiorino,agrmet,44.32841,10.623,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5aec0b97b3f6,Montefiorino,agrmet,44.32841,10.623,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5b1a481c0eb7,Mezzolara,agrmet,44.57105,11.53379,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5b1a481c0eb7,Mezzolara,agrmet,44.57105,11.53379,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5b1a481c0eb7,Mezzolara,agrmet,44.57105,11.53379,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5e7f0458de15,Carpineta,agrmet,44.08903,12.27459,True,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5e7f0458de15,Carpineta,agrmet,44.08903,12.27459,True,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::5e7f0458de15,Carpineta,agrmet,44.08903,12.27459,True,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::72efec4b36f4,Cortile di Carpi,agrmet,44.77839,10.97129,False,B12101,air_temperature,2957,630,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::72efec4b36f4,Cortile di Carpi,agrmet,44.77839,10.97129,False,B13003,relative_humidity,2949,630,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::74d9a4793ff9,S. Agata sul Santerno,agrmet,44.44853,11.86667,False,B12101,air_temperature,3215,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::74d9a4793ff9,S. Agata sul Santerno,agrmet,44.44853,11.86667,False,B13003,relative_humidity,3209,672,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::74d9a4793ff9,S. Agata sul Santerno,agrmet,44.44853,11.86667,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::8186946ab034,Castel San Pietro Arpa,agrmet,44.41112,11.59701,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::8186946ab034,Castel San Pietro Arpa,agrmet,44.41112,11.59701,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::8186946ab034,Castel San Pietro Arpa,agrmet,44.41112,11.59701,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::81b5c6b3c27a,S. Antonio Arpa,agrmet,44.55254,11.69918,False,B12101,air_temperature,3193,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::81b5c6b3c27a,S. Antonio Arpa,agrmet,44.55254,11.69918,False,B13003,relative_humidity,3186,672,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::81b5c6b3c27a,S. Antonio Arpa,agrmet,44.55254,11.69918,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::960e46def7cd,S. Felice sul Panaro,agrmet,44.82606,11.12578,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::960e46def7cd,S. Felice sul Panaro,agrmet,44.82606,11.12578,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::960e46def7cd,S. Felice sul Panaro,agrmet,44.82606,11.12578,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::961d46e49b22,S. Pietro in Vincoli,agrmet,44.31392,12.1602,True,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::961d46e49b22,S. Pietro in Vincoli,agrmet,44.31392,12.1602,True,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::961d46e49b22,S. Pietro in Vincoli,agrmet,44.31392,12.1602,True,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::9b2566e84a2c,Sellarino Voghiera,agrmet,44.74656,11.74639,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::a555f8e2069e,Vergiano,agrmet,44.03456,12.5005,True,B12101,air_temperature,3203,671,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::a555f8e2069e,Vergiano,agrmet,44.03456,12.5005,True,B13003,relative_humidity,3203,671,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::a555f8e2069e,Vergiano,agrmet,44.03456,12.5005,True,B13011,precipitation_amount,853,671,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ab308350909a,S. Agata Bolognese,agrmet,44.695,11.14493,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ab308350909a,S. Agata Bolognese,agrmet,44.695,11.14493,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ab308350909a,S. Agata Bolognese,agrmet,44.695,11.14493,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::af4cde767348,Correggio,agrmet,44.74325,10.77293,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::af4cde767348,Correggio,agrmet,44.74325,10.77293,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::af4cde767348,Correggio,agrmet,44.74325,10.77293,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c406206f7085,S. Nicolo',agrmet,45.04139,9.58959,False,B12101,air_temperature,2246,470,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c406206f7085,S. Nicolo',agrmet,45.04139,9.58959,False,B13003,relative_humidity,2246,470,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c406206f7085,S. Nicolo',agrmet,45.04139,9.58959,False,B13011,precipitation_amount,603,475,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c5d174656f93,Mirandola,agrmet,44.88612,11.01631,False,B12101,air_temperature,2381,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c5d174656f93,Mirandola,agrmet,44.88612,11.01631,False,B13003,relative_humidity,2381,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::c5d174656f93,Mirandola,agrmet,44.88612,11.01631,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::d2f794c1637d,Zibello,agrmet,45.00695,10.16786,False,B12101,air_temperature,2337,489,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::d2f794c1637d,Zibello,agrmet,45.00695,10.16786,False,B13003,relative_humidity,2337,489,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::d2f794c1637d,Zibello,agrmet,45.00695,10.16786,False,B13011,precipitation_amount,621,489,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::db18c6591a74,Cavriago,agrmet,44.68953,10.51062,False,B12101,air_temperature,3219,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::db18c6591a74,Cavriago,agrmet,44.68953,10.51062,False,B13003,relative_humidity,3219,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::db18c6591a74,Cavriago,agrmet,44.68953,10.51062,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ee069719a206,Mirabello,agrmet,44.83186,11.45436,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ee069719a206,Mirabello,agrmet,44.83186,11.45436,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::ee069719a206,Mirabello,agrmet,44.83186,11.45436,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::f36b61295afb,Cusercoli,agrmet,44.04111,11.9819,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::f36b61295afb,Cusercoli,agrmet,44.04111,11.9819,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::f36b61295afb,Cusercoli,agrmet,44.04111,11.9819,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::fdd98c01daac,Formigine,agrmet,44.55123,10.90937,False,B12101,air_temperature,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::fdd98c01daac,Formigine,agrmet,44.55123,10.90937,False,B13003,relative_humidity,3223,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::agrmet::fdd98c01daac,Formigine,agrmet,44.55123,10.90937,False,B13011,precipitation_amount,857,673,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,900.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B11001,wind_direction,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B11002,wind_speed,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B11041,wind_gust_max,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B13003,relative_humidity,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0129f41d4c75,Lauzacco,arpafvg,45.98205,13.27254,False,B13011,precipitation_amount,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::067df75d0dea,Chiout,arpafvg,46.45216,13.37191,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::067df75d0dea,Chiout,arpafvg,46.45216,13.37191,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0702baf1a632,Sella di Sompdogna,arpafvg,46.46221,13.44854,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0702baf1a632,Sella di Sompdogna,arpafvg,46.46221,13.44854,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::071dce28e184,Moggio Udinese,arpafvg,46.40013,13.1851,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::071dce28e184,Moggio Udinese,arpafvg,46.40013,13.1851,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B10004,pressure,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B11001,wind_direction,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B11002,wind_speed,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B11041,wind_gust_max,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B13003,relative_humidity,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a3c2dc417bb,Fagagna,arpafvg,46.10169,13.07389,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a89cdf8f9ac,Paluzza,arpafvg,46.52811,13.01204,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a89cdf8f9ac,Paluzza,arpafvg,46.52811,13.01204,False,B13003,relative_humidity,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0a89cdf8f9ac,Paluzza,arpafvg,46.52811,13.01204,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0b73e17b7876,Tramonti di Sotto,arpafvg,46.29817,12.79312,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0b73e17b7876,Tramonti di Sotto,arpafvg,46.29817,12.79312,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B11001,wind_direction,165,165,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B11002,wind_speed,165,165,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B11041,wind_gust_max,164,164,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B12101,air_temperature,164,164,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B13003,relative_humidity,164,164,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0da1ac0aaf08,Orzano,arpafvg,46.06173,13.35802,False,B13011,precipitation_amount,164,164,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0dbdf79c33fc,S.Andrat del Cormor,arpafvg,45.91442,13.1619,False,B11001,wind_direction,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0dbdf79c33fc,S.Andrat del Cormor,arpafvg,45.91442,13.1619,False,B11002,wind_speed,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0dbdf79c33fc,S.Andrat del Cormor,arpafvg,45.91442,13.1619,False,B11041,wind_gust_max,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0dbdf79c33fc,S.Andrat del Cormor,arpafvg,45.91442,13.1619,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0dbdf79c33fc,S.Andrat del Cormor,arpafvg,45.91442,13.1619,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B11001,wind_direction,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B11002,wind_speed,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B11041,wind_gust_max,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B13003,relative_humidity,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::0ea49cd656d2,Gorgo,arpafvg,45.73623,13.0219,True,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1421cf697844,Uccea,arpafvg,46.3065,13.40035,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1421cf697844,Uccea,arpafvg,46.3065,13.40035,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B11001,wind_direction,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B11002,wind_speed,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B11041,wind_gust_max,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B13003,relative_humidity,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::148491e3f8c0,Prosecco,arpafvg,45.70394,13.75672,True,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::14debcc3b2a2,Casera Podestine,arpafvg,46.29734,12.60182,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::14debcc3b2a2,Casera Podestine,arpafvg,46.29734,12.60182,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1596949e1a25,Cimolais,arpafvg,46.28565,12.44085,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1596949e1a25,Cimolais,arpafvg,46.28565,12.44085,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::15e76971d88f,Tricesimo,arpafvg,46.15142,13.21407,False,B13011,precipitation_amount,165,165,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::164697885181,Porcia,arpafvg,45.92178,12.61419,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B10004,pressure,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B11001,wind_direction,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B11002,wind_speed,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B11041,wind_gust_max,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B13003,relative_humidity,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::19b77a882559,Codroipo,arpafvg,45.95236,13.00274,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B11001,wind_direction,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B11002,wind_speed,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B11041,wind_gust_max,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B12101,air_temperature,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B13003,relative_humidity,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1e99113dc775,Pantianicco,arpafvg,46.01419,13.03931,False,B13011,precipitation_amount,168,168,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1f5bccc01ba6,Passo Predil,arpafvg,46.41878,13.57375,False,B12101,air_temperature,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
MH::arpafvg::1f5bccc01ba6,Passo Predil,arpafvg,46.41878,13.57375,False,B13011,precipitation_amount,167,167,2026-08-01T00:00:00Z,2026-08-08T00:00:00Z,3600.0
